"","pgID","interpChr","interpOrd","og","repGene","genome","chr","start","end","hap1","salicifolius","hap2"
"885",24069,"A1",18074,17267,"NChap1_final_00018074","hap1","A1",275000662,275006518,"NChap1_final_00018074","R_salicifolius_00016673",""
"886",24111,"A1",18104,17268,"NChap1_final_00018104","hap1","A1",275917233,275918529,"NChap1_final_00018104","R_salicifolius_00016656",""
"887",24195,"A1",18168,17271,"NChap1_final_00018168","hap1","A1",277839659,277841906,"NChap1_final_00018168","R_salicifolius_00016611",""
"888",24222,"A1",18189,17270,"NChap1_final_00018189","hap1","A1",278332089,278333757,"NChap1_final_00018189","R_salicifolius_00016601",""
"889",24229,"A1",18194,17273,"NChap1_final_00018194","hap1","A1",278400513,278403997,"NChap1_final_00018194","R_salicifolius_00016597",""
"890",24248,"A1",18211,17269,"NChap1_final_00018211","hap1","A1",278918858,278920751,"NChap1_final_00018211","R_salicifolius_00016589",""
"891",24296,"A1",18248,17280,"NChap1_final_00018248","hap1","A1",279949555,279951043,"NChap1_final_00018248","R_salicifolius_00017716",""
"892",24300,"A1",18252,17274,"NChap1_final_00018252","hap1","A1",280026967,280029670,"NChap1_final_00018252","R_salicifolius_00017745",""
"893",24369,"A1",18299,17276,"NChap1_final_00018299","hap1","A1",281744629,281745913,"NChap1_final_00018299","R_salicifolius_00017704",""
"894",24462,"A1",18378,17277,"NChap1_final_00018378","hap1","A1",283242369,283244107,"NChap1_final_00018378","R_salicifolius_00017657",""
"895",24465,"A1",18381,17275,"NChap1_final_00018381","hap1","A1",283319905,283322528,"NChap1_final_00018381","R_salicifolius_00017655",""
"896",24468,"A1",18383,17278,"NChap1_final_00018383","hap1","A1",283420811,283421924,"NChap1_final_00018383","R_salicifolius_00017652",""
"897",24710,"A1",18583,17283,"NChap1_final_00018583","hap1","A1",296061416,296063610,"NChap1_final_00018583","R_salicifolius_00009464",""
"898",24783,"A1",18625,17282,"NChap1_final_00018625","hap1","A1",297477689,297480213,"NChap1_final_00018625","R_salicifolius_00009468",""
"899",24941,"A1",18752,17284,"NChap1_final_00018752","hap1","A1",306829256,306854892,"NChap1_final_00018752","R_salicifolius_00009325",""
"900",25010,"A1",18806,17285,"NChap1_final_00018806","hap1","A1",310212534,310214616,"NChap1_final_00018806","R_salicifolius_00009509",""
"901",25388,"A1",19062,17286,"NChap1_final_00019062","hap1","A1",331100261,331119019,"NChap1_final_00019062","R_salicifolius_00009181",""
"902",25593,"A1",19226,17287,"NChap1_final_00019226","hap1","A1",342232243,342234697,"NChap1_final_00019226","R_salicifolius_00009651",""
"903",25840,"A1",19353,17289,"NChap1_final_00019353","hap1","A1",352556397,352557155,"NChap1_final_00019353","R_salicifolius_00016082",""
"904",26105,"A1",19522,17290,"NChap1_final_00019522","hap1","A1",363458515,363459277,"NChap1_final_00019522","R_salicifolius_00013840",""
"905",26163,"A1",19566,17291,"NChap1_final_00019566","hap1","A1",367013979,367016622,"NChap1_final_00019566","R_salicifolius_00011909",""
"906",26288,"A1",19640,17293,"NChap1_final_00019640","hap1","A1",375260914,375262103,"NChap1_final_00019640","R_salicifolius_00011946",""
"907",26372,"A1",19696,17294,"NChap1_final_00019696","hap1","A1",381296902,381298750,"NChap1_final_00019696","R_salicifolius_00011985",""
"908",26758,"A1",19978,17297,"NChap1_final_00019978","hap1","A1",406866809,406867557,"NChap1_final_00019978","R_salicifolius_00012238",""
"909",26766,"A1",19986,17298,"NChap1_final_00019986","hap1","A1",407362640,407364452,"NChap1_final_00019986","R_salicifolius_00012259",""
"910",26900,"A1",20073,17301,"NChap1_final_00020073","hap1","A1",414478278,414480480,"NChap1_final_00020073","R_salicifolius_00015141",""
"911",26905,"A1",20076,17300,"NChap1_final_00020076","hap1","A1",415141986,415143863,"NChap1_final_00020076","R_salicifolius_00015145",""
"912",26911,"A1",20081,17302,"NChap1_final_00020081","hap1","A1",415206319,415211238,"NChap1_final_00020081","R_salicifolius_00015148",""
"913",27057,"A1",20190,17308,"NChap1_final_00020190","hap1","A1",423669147,423674993,"NChap1_final_00020190","R_salicifolius_00015207",""
"914",27081,"A1",20210,17305,"NChap1_final_00020210","hap1","A1",424252195,424255186,"NChap1_final_00020210","R_salicifolius_00015218",""
"915",27086,"A1",20213,17313,"NChap1_final_00020213","hap1","A1",424349247,424352783,"NChap1_final_00020213","R_salicifolius_00015222",""
"916",27087,"A1",20214,17314,"NChap1_final_00020214","hap1","A1",424353235,424358559,"NChap1_final_00020214","R_salicifolius_00015223",""
"917",27159,"A1",20266,17307,"NChap1_final_00020266","hap1","A1",426888394,426890066,"NChap1_final_00020266","R_salicifolius_00015252",""
"918",27175,"A1",20280,17311,"NChap1_final_00020280","hap1","A1",427281427,427283214,"NChap1_final_00020280","R_salicifolius_00015256",""
"919",27179,"A1",20282,17306,"NChap1_final_00020282","hap1","A1",427490646,427492377,"NChap1_final_00020282","R_salicifolius_00015257",""
"920",27200,"A1",20298,17316,"NChap1_final_00020298","hap1","A1",427914269,427915556,"NChap1_final_00020298","R_salicifolius_00015264",""
"921",27205,"A1",20301,17309,"NChap1_final_00020301","hap1","A1",428123922,428127273,"NChap1_final_00020301","R_salicifolius_00015266",""
"922",27207,"A1",20302,17310,"NChap1_final_00020302","hap1","A1",428127701,428130008,"NChap1_final_00020302","R_salicifolius_00015267",""
"923",27236,"A1",20325,17317,"NChap1_final_00020325","hap1","A1",430878994,430880838,"NChap1_final_00020325","R_salicifolius_00015404",""
"924",27255,"A1",20343,17312,"NChap1_final_00020343","hap1","A1",432370684,432372667,"NChap1_final_00020343","R_salicifolius_00015395",""
"925",27286,"A1",20370,17319,"NChap1_final_00020370","hap1","A1",433738583,433739079,"NChap1_final_00020370","R_salicifolius_00015385",""
"926",27313,"A1",20393,17318,"NChap1_final_00020393","hap1","A1",434719874,434725382,"NChap1_final_00020393","R_salicifolius_00015378",""
"927",27345,"A1",20416,17320,"NChap1_final_00020416","hap1","A1",435558530,435559247,"NChap1_final_00020416","R_salicifolius_00015370",""
"928",27349,"A1",20420,17321,"NChap1_final_00020420","hap1","A1",435670097,435671500,"NChap1_final_00020420","R_salicifolius_00015366",""
"929",27390,"A1",20450,17323,"NChap1_final_00020450","hap1","A1",437773545,437774991,"NChap1_final_00020450","R_salicifolius_00015350",""
"930",27480,"A1",20522,17329,"NChap1_final_00020522","hap1","A1",441638647,441641402,"NChap1_final_00020522","R_salicifolius_00015314",""
"931",27493,"A1",20532,17324,"NChap1_final_00020532","hap1","A1",442057980,442058926,"NChap1_final_00020532","R_salicifolius_00015308",""
"932",27497,"A1",20534,17325,"NChap1_final_00020534","hap1","A1",442182880,442184901,"NChap1_final_00020534","R_salicifolius_00015307",""
"933",27576,"A1",20602,17327,"NChap1_final_00020602","hap1","A1",444388702,444393598,"NChap1_final_00020602","R_salicifolius_00000644",""
"934",27613,"A1",20632,17328,"NChap1_final_00020632","hap1","A1",445313997,445318068,"NChap1_final_00020632","R_salicifolius_00000656",""
"935",27639,"A1",20654,17331,"NChap1_final_00020654","hap1","A1",445977254,445978526,"NChap1_final_00020654","R_salicifolius_00000674",""
"936",27651,"A1",20661,17330,"NChap1_final_00020661","hap1","A1",446093382,446095049,"NChap1_final_00020661","R_salicifolius_00000697",""
"937",27716,"A1",20704,17326,"NChap1_final_00020704","hap1","A1",448414093,448414431,"NChap1_final_00020704","R_salicifolius_00001427",""
"938",27779,"A1",20750,17332,"NChap1_final_00020750","hap1","A1",449789326,449792733,"NChap1_final_00020750","R_salicifolius_00001406",""
"939",27823,"A1",20781,17333,"NChap1_final_00020781","hap1","A1",450567741,450570858,"NChap1_final_00020781","R_salicifolius_00001385",""
"940",27947,"A1",20878,17336,"NChap1_final_00020878","hap1","A1",453448577,453450634,"NChap1_final_00020878","R_salicifolius_00001307",""
"941",27959,"A1",20886,17334,"NChap1_final_00020886","hap1","A1",453584895,453590302,"NChap1_final_00020886","R_salicifolius_00001299",""
"942",28001,"A1",20920,17337,"NChap1_final_00020920","hap1","A1",454494593,454495407,"NChap1_final_00020920","R_salicifolius_00001280",""
"943",28009,"A1",20926,17338,"NChap1_final_00020926","hap1","A1",454628933,454631347,"NChap1_final_00020926","R_salicifolius_00001274",""
"944",28074,"A1",20983,17339,"NChap1_final_00020983","hap1","A1",455624497,455627301,"NChap1_final_00020983","R_salicifolius_00001117",""
"945",28156,"A1",21039,17340,"NChap1_final_00021039","hap1","A1",456732481,456732984,"NChap1_final_00021039","R_salicifolius_00002825",""
"946",28307,"A1",21157,17341,"NChap1_final_00021157","hap1","A1",459023357,459025315,"NChap1_final_00021157","R_salicifolius_00001080",""
"947",28390,"A1",21215,17342,"NChap1_final_00021215","hap1","A1",460178494,460181600,"NChap1_final_00021215","R_salicifolius_00000045",""
"948",28394,"A1",21218,17343,"NChap1_final_00021218","hap1","A1",460220790,460234630,"NChap1_final_00021218","R_salicifolius_00000046",""
"949",28422,"A1",21244,17345,"NChap1_final_00021244","hap1","A1",460632700,460634439,"NChap1_final_00021244","R_salicifolius_00005297",""
"950",28474,"A1",21266,17349,"NChap1_final_00021266","hap1","A1",460917897,460921458,"NChap1_final_00021266","R_salicifolius_00005977",""
"951",28514,"A1",21283,17347,"NChap1_final_00021283","hap1","A1",461125432,461130793,"NChap1_final_00021283","R_salicifolius_00002793",""
"952",28552,"A1",21306,17346,"NChap1_final_00021306","hap1","A1",461514925,461516503,"NChap1_final_00021306","R_salicifolius_00001178",""
"953",28670,"A1",21399,17348,"NChap1_final_00021399","hap1","A1",462924657,462926115,"NChap1_final_00021399","R_salicifolius_00001105",""
"954",28742,"A1",21457,17358,"NChap1_final_00021457","hap1","A1",463577271,463580677,"NChap1_final_00021457","R_salicifolius_00000412",""
"955",28803,"A1",21502,17350,"NChap1_final_00021502","hap1","A1",464180031,464185441,"NChap1_final_00021502","R_salicifolius_00000448",""
"956",28839,"A1",21527,17352,"NChap1_final_00021527","hap1","A1",464452707,464457052,"NChap1_final_00021527","R_salicifolius_00000468",""
"957",28841,"A1",21528,17351,"NChap1_final_00021528","hap1","A1",464457245,464459777,"NChap1_final_00021528","R_salicifolius_00000469",""
"958",28865,"A1",21547,17360,"NChap1_final_00021547","hap1","A1",464640294,464641680,"NChap1_final_00021547","R_salicifolius_00000482",""
"959",28867,"A1",21549,17359,"NChap1_final_00021549","hap1","A1",464645662,464649540,"NChap1_final_00021549","R_salicifolius_00000483",""
"960",28878,"A1",21559,17356,"NChap1_final_00021559","hap1","A1",464900306,464901438,"NChap1_final_00021559","R_salicifolius_00000486",""
"961",28879,"A1",21560,17353,"NChap1_final_00021560","hap1","A1",464901730,464902946,"NChap1_final_00021560","R_salicifolius_00000487",""
"962",28881,"A1",21562,17355,"NChap1_final_00021562","hap1","A1",464907350,464908424,"NChap1_final_00021562","R_salicifolius_00000488",""
"963",28920,"A1",21586,17362,"NChap1_final_00021586","hap1","A1",465263264,465265553,"NChap1_final_00021586","R_salicifolius_00000522",""
"964",28941,"A1",21604,17357,"NChap1_final_00021604","hap1","A1",465483968,465486909,"NChap1_final_00021604","R_salicifolius_00000539",""
"965",28974,"A1",21628,17361,"NChap1_final_00021628","hap1","A1",466257094,466258100,"NChap1_final_00021628","R_salicifolius_00000563",""
"966",29019,"A2",21671,17381,"NChap1_final_00021671","hap1","A2",735656,738968,"NChap1_final_00021671","R_salicifolius_00010723",""
"967",29038,"A2",21686,17382,"NChap1_final_00021686","hap1","A2",915709,917123,"NChap1_final_00021686","R_salicifolius_00010696",""
"968",29080,"A2",21713,17383,"NChap1_final_00021713","hap1","A2",1179105,1179986,"NChap1_final_00021713","R_salicifolius_00022024",""
"969",29089,"A2",21720,17385,"NChap1_final_00021720","hap1","A2",1242288,1243211,"NChap1_final_00021720","R_salicifolius_00022029",""
"970",29091,"A2",21721,17386,"NChap1_final_00021721","hap1","A2",1243923,1245175,"NChap1_final_00021721","R_salicifolius_00022031",""
"971",29105,"A2",21732,17384,"NChap1_final_00021732","hap1","A2",1343736,1348452,"NChap1_final_00021732","R_salicifolius_00022039",""
"972",29123,"A2",21748,17388,"NChap1_final_00021748","hap1","A2",1427419,1428838,"NChap1_final_00021748","R_salicifolius_00022048",""
"973",29145,"A2",21767,17389,"NChap1_final_00021767","hap1","A2",1785154,1786963,"NChap1_final_00021767","R_salicifolius_00022063",""
"974",29159,"A2",21779,17390,"NChap1_final_00021779","hap1","A2",1879940,1881292,"NChap1_final_00021779","R_salicifolius_00022074",""
"975",29208,"A2",21822,17393,"NChap1_final_00021822","hap1","A2",2308586,2309078,"NChap1_final_00021822","R_salicifolius_00022113",""
"976",29211,"A2",21824,17392,"NChap1_final_00021824","hap1","A2",2337348,2338905,"NChap1_final_00021824","R_salicifolius_00022115",""
"977",29309,"A2",21907,17396,"NChap1_final_00021907","hap1","A2",3254580,3255123,"NChap1_final_00021907","R_salicifolius_00010686",""
"978",29367,"A2",21957,17398,"NChap1_final_00021957","hap1","A2",3942675,3944358,"NChap1_final_00021957","R_salicifolius_00010631",""
"979",29522,"A2",22091,17401,"NChap1_final_00022091","hap1","A2",5997572,6000843,"NChap1_final_00022091","R_salicifolius_00008900",""
"980",29545,"A2",22112,17403,"NChap1_final_00022112","hap1","A2",6268327,6270590,"NChap1_final_00022112","R_salicifolius_00008975",""
"981",29547,"A2",22113,17404,"NChap1_final_00022113","hap1","A2",6271151,6274104,"NChap1_final_00022113","R_salicifolius_00008974",""
"982",29601,"A2",22150,17405,"NChap1_final_00022150","hap1","A2",6746633,6749199,"NChap1_final_00022150","R_salicifolius_00008942",""
"983",29613,"A2",22159,17406,"NChap1_final_00022159","hap1","A2",6933012,6935626,"NChap1_final_00022159","R_salicifolius_00008934",""
"984",29641,"A2",22177,17407,"NChap1_final_00022177","hap1","A2",7199879,7203043,"NChap1_final_00022177","R_salicifolius_00008994",""
"985",29646,"A2",22179,17408,"NChap1_final_00022179","hap1","A2",7292303,7293625,"NChap1_final_00022179","R_salicifolius_00008999",""
"986",29671,"A2",22201,17410,"NChap1_final_00022201","hap1","A2",7572913,7574065,"NChap1_final_00022201","R_salicifolius_00009009",""
"987",29677,"A2",22203,17409,"NChap1_final_00022203","hap1","A2",7643923,7646147,"NChap1_final_00022203","R_salicifolius_00009013",""
"988",29736,"A2",22248,17411,"NChap1_final_00022248","hap1","A2",8422328,8423438,"NChap1_final_00022248","R_salicifolius_00009044",""
"989",29761,"A2",22271,17412,"NChap1_final_00022271","hap1","A2",8811493,8812442,"NChap1_final_00022271","R_salicifolius_00009058",""
"990",29834,"A2",22336,17413,"NChap1_final_00022336","hap1","A2",10254720,10256548,"NChap1_final_00022336","R_salicifolius_00010556",""
"991",29870,"A2",22362,17414,"NChap1_final_00022362","hap1","A2",10604129,10609257,"NChap1_final_00022362","R_salicifolius_00010523",""
"992",29902,"A2",22385,17416,"NChap1_final_00022385","hap1","A2",10874294,10875546,"NChap1_final_00022385","R_salicifolius_00010506",""
"993",29904,"A2",22387,17417,"NChap1_final_00022387","hap1","A2",10880469,10883637,"NChap1_final_00022387","R_salicifolius_00010505",""
"994",29911,"A2",22394,17418,"NChap1_final_00022394","hap1","A2",10946067,10947369,"NChap1_final_00022394","R_salicifolius_00010499",""
"995",29930,"A2",22409,17420,"NChap1_final_00022409","hap1","A2",11189332,11190023,"NChap1_final_00022409","R_salicifolius_00010486",""
"996",29954,"A2",22428,17419,"NChap1_final_00022428","hap1","A2",11377071,11378302,"NChap1_final_00022428","R_salicifolius_00010478",""
"997",29964,"A2",22435,17421,"NChap1_final_00022435","hap1","A2",11537881,11540041,"NChap1_final_00022435","R_salicifolius_00010473",""
"998",29965,"A2",22436,17422,"NChap1_final_00022436","hap1","A2",11541827,11543955,"NChap1_final_00022436","R_salicifolius_00010472",""
"999",29980,"A2",22450,17425,"NChap1_final_00022450","hap1","A2",11659165,11664583,"NChap1_final_00022450","R_salicifolius_00010461",""
"1000",29982,"A2",22451,17424,"NChap1_final_00022451","hap1","A2",11659977,11661798,"NChap1_final_00022451","R_salicifolius_00010462",""
"1001",30079,"A2",22524,17427,"NChap1_final_00022524","hap1","A2",12860434,12862689,"NChap1_final_00022524","R_salicifolius_00010407",""
"1002",30237,"A2",22649,17428,"NChap1_final_00022649","hap1","A2",15573711,15578115,"NChap1_final_00022649","R_salicifolius_00008577",""
"1003",30264,"A2",22672,17429,"NChap1_final_00022672","hap1","A2",16007463,16009791,"NChap1_final_00022672","R_salicifolius_00010240",""
"1004",30292,"A2",22695,17430,"NChap1_final_00022695","hap1","A2",16566987,16568734,"NChap1_final_00022695","R_salicifolius_00010249",""
"1005",30315,"A2",22708,17431,"NChap1_final_00022708","hap1","A2",16847046,16849251,"NChap1_final_00022708","R_salicifolius_00010257",""
"1006",30401,"A2",22773,17432,"NChap1_final_00022773","hap1","A2",18312383,18434939,"NChap1_final_00022773","R_salicifolius_00010314",""
"1007",30460,"A2",22825,17433,"NChap1_final_00022825","hap1","A2",19850792,19856541,"NChap1_final_00022825","R_salicifolius_00008750",""
"1008",30462,"A2",22826,17434,"NChap1_final_00022826","hap1","A2",19861240,19866338,"NChap1_final_00022826","R_salicifolius_00008749",""
"1009",30492,"A2",22852,17435,"NChap1_final_00022852","hap1","A2",20808150,20809936,"NChap1_final_00022852","R_salicifolius_00009148",""
"1010",30493,"A2",22853,17436,"NChap1_final_00022853","hap1","A2",20809943,20814515,"NChap1_final_00022853","R_salicifolius_00009147",""
